,name,party,state,thomas_id,bioguide_id,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,first_congress,last_congress,gaps,num_congress_periods,93_signatures_received,93_signatures_given,94_signatures_received,94_signatures_given,95_signatures_received,95_signatures_given,96_signatures_received,96_signatures_given,97_signatures_received,97_signatures_given,98_signatures_received,98_signatures_given,99_signatures_received,99_signatures_given,100_signatures_received,100_signatures_given,101_signatures_received,101_signatures_given,102_signatures_received,102_signatures_given,103_signatures_received,103_signatures_given,104_signatures_received,104_signatures_given,105_signatures_received,105_signatures_given,106_signatures_received,106_signatures_given,107_signatures_received,107_signatures_given,108_signatures_received,108_signatures_given,109_signatures_received,109_signatures_given,110_signatures_received,110_signatures_given,111_signatures_received,111_signatures_given,112_signatures_received,112_signatures_given,113_signatures_received,113_signatures_given,114_signatures_received,114_signatures_given,115_signatures_received,115_signatures_given,AMOUNT,AMOUNT_normalized,115_signatures_received_normalized,115_signatures_given_normalized,in_congress_last_five_periods,importance,supported_D,supported_R,supported_OTHER
1078,"Smith, Lawrence",Democrat,FL,1077.0,S000586,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,98,102,False,5,,,,,,,,,,,368.0,694.0,349.0,838.0,1227.0,827.0,1480.0,686.0,539.0,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1079,"Smith, Linda",Republican,WA,1078.0,S000587,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,104,105,False,2,,,,,,,,,,,,,,,,,,,,,,,117.0,118.0,58.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1080,"Smith, Neal Edward",Democrat,IA,1079.0,S000596,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,93,103,False,11,74.0,35.0,151.0,34.0,373.0,28.0,485.0,59.0,147.0,97.0,69.0,132.0,68.0,121.0,37.0,90.0,34.0,79.0,0.0,82.0,0.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1081,"Smith, Nick",Republican,MI,1080.0,S000597,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,103,108,False,6,,,,,,,,,,,,,,,,,,,,,219.0,133.0,235.0,99.0,163.0,145.0,85.0,123.0,223.0,108.0,110.0,149.0,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1082,"Smith, Peter",Republican,VT,1081.0,S000601,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,101,101,False,1,,,,,,,,,,,,,,,,,370.0,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1083,"Smith, Bob",Republican,NH,1082.0,S000606,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99,101,False,3,,,,,,,,,,,,,294.0,276.0,426.0,437.0,164.0,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1084,"Smith, Robert",Republican,OR,1083.0,S000607,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,98,105,False,7,,,,,,,,,,,26.0,131.0,72.0,193.0,88.0,202.0,74.0,230.0,87.0,191.0,102.0,190.0,,,293.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1085,"Smith, Virginia",Republican,NE,1084.0,S000622,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,101,False,8,,,100.0,48.0,232.0,67.0,82.0,99.0,236.0,72.0,137.0,91.0,206.0,155.0,288.0,139.0,153.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1086,"Snowe, Olympia J.",Republican,ME,1085.0,S000663,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,96,103,False,8,,,,,,,53.0,136.0,89.0,185.0,631.0,334.0,1716.0,341.0,1791.0,276.0,1461.0,262.0,1366.0,277.0,909.0,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1087,"Snyder, M. G. (Gene)",Republican,KY,1086.0,S000669,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,99,False,7,184.0,68.0,41.0,85.0,59.0,98.0,107.0,115.0,115.0,141.0,10.0,197.0,0.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1088,"Solarz, Stephen J.",Democrat,NY,1087.0,S000673,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,94,102,False,9,,,135.0,541.0,675.0,303.0,365.0,320.0,190.0,281.0,1076.0,444.0,1386.0,391.0,932.0,657.0,547.0,429.0,1079.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1089,"Solomon, Gerald B. H.",Republican,NY,1088.0,S000675,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,96,105,False,10,,,,,,,356.0,249.0,826.0,280.0,306.0,232.0,173.0,305.0,918.0,523.0,1120.0,489.0,576.0,537.0,679.0,557.0,1217.0,339.0,843.0,338.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1090,"Souder, Mark E.",Republican,IN,1089.0,S001143,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,104,111,False,8,,,,,,,,,,,,,,,,,,,,,,,38.0,213.0,78.0,238.0,145.0,291.0,17.0,443.0,500.0,455.0,523.0,513.0,64.0,525.0,116.0,384.0,,,,,,,,,,,,,0.25,,0,0,0
1091,"Spellman, Gladys Noon",Democrat,MD,1090.0,S000716,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,96,False,3,,,425.0,526.0,374.0,562.0,123.0,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1092,"Spence, Floyd",Republican,SC,1091.0,S000718,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,93,107,False,15,47.0,69.0,82.0,87.0,19.0,143.0,21.0,172.0,445.0,174.0,11.0,138.0,229.0,179.0,444.0,268.0,610.0,334.0,257.0,378.0,306.0,287.0,179.0,119.0,7.0,198.0,17.0,183.0,25.0,72.0,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1093,"Spratt, John M., Jr.",Democrat,SC,1092.0,S000749,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,98,111,False,14,,,,,,,,,,,0.0,243.0,10.0,268.0,16.0,258.0,20.0,330.0,0.0,311.0,34.0,187.0,147.0,134.0,58.0,123.0,2.0,192.0,25.0,154.0,17.0,226.0,63.0,203.0,91.0,236.0,44.0,201.0,,,,,,,,,,,,,0.25,,0,0,0
1094,"St Germain, Fernand J.",Democrat,RI,1093.0,S000762,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,100,False,8,43.0,125.0,269.0,141.0,314.0,172.0,370.0,197.0,463.0,214.0,352.0,200.0,257.0,222.0,249.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1095,"Stack, Edward J.",Democrat,FL,1094.0,S000772,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,96,False,1,,,,,,,273.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1096,"Staggers, Harley O., Jr.",Democrat,WV,1095.0,S000779,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,98,102,False,5,,,,,,,,,,,1.0,182.0,48.0,253.0,452.0,342.0,292.0,373.0,262.0,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1097,"Staggers, Harley O.",Democrat,WV,1096.0,S000778,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,96,False,4,147.0,20.0,135.0,49.0,279.0,44.0,214.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1098,"Stallings, Richard H.",Democrat,ID,1097.0,S000785,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,99,102,False,4,,,,,,,,,,,,,357.0,298.0,63.0,308.0,511.0,359.0,272.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1099,"Stangeland, Arlan",Republican,MN,1098.0,S000795,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95,101,False,7,,,,,29.0,135.0,168.0,304.0,115.0,263.0,138.0,346.0,384.0,322.0,499.0,295.0,317.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1100,"Stanton, J. William",Republican,OH,1099.0,S000804,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,97,False,5,17.0,74.0,0.0,91.0,13.0,95.0,35.0,114.0,1.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1101,"Stanton, James V.",Democrat,OH,1100.0,S000803,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,105.0,80.0,62.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1102,"Stark, Fortney Pete",Democrat,CA,1101.0,S000810,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,93,112,False,20,182.0,444.0,242.0,597.0,249.0,342.0,320.0,309.0,620.0,288.0,770.0,365.0,609.0,357.0,406.0,382.0,792.0,468.0,1111.0,452.0,593.0,292.0,144.0,226.0,662.0,401.0,923.0,468.0,807.0,500.0,707.0,511.0,678.0,545.0,506.0,615.0,207.0,641.0,294.0,604.0,,,,,,,,,,,0.5,,0,0,0
1103,"Staton, David Michael",Republican,WV,1102.0,S000818,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97,97,False,1,,,,,,,,,21.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1104,"Stearns, Cliff",Republican,FL,1103.0,S000822,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,101,112,False,12,,,,,,,,,,,,,,,,,90.0,195.0,268.0,313.0,255.0,273.0,235.0,278.0,554.0,217.0,402.0,255.0,573.0,178.0,634.0,156.0,731.0,150.0,400.0,215.0,345.0,192.0,419.0,179.0,,,,,,,,,,,0.5,,0,0,0
1105,"Steed, Tom",Democrat,OK,1104.0,S000829,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,96,False,4,18.0,41.0,36.0,46.0,11.0,67.0,231.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1106,"Steele, Robert H.",Republican,CT,1105.0,S000836,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,870.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1107,"Steelman, Alan",Republican,TX,1106.0,S000841,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,511.0,113.0,255.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1108,"Steers, Newton I., Jr.",Republican,MD,1107.0,S000844,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95,95,False,1,,,,,231.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1109,"Steiger, Sam",Republican,AZ,1108.0,S000846,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,58.0,97.0,25.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1110,"Steiger, William A.",Republican,WI,1109.0,S000847,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,95,False,3,167.0,113.0,217.0,106.0,403.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1111,"Stenholm, Charles W.",Democrat,TX,1110.0,S000851,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,96,108,False,13,,,,,,,168.0,149.0,82.0,211.0,396.0,314.0,255.0,315.0,679.0,277.0,809.0,334.0,999.0,296.0,895.0,226.0,155.0,166.0,47.0,182.0,80.0,211.0,0.0,201.0,117.0,285.0,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1112,"Stephens, Robert G., Jr.",Democrat,GA,1111.0,S000860,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,69.0,71.0,8.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1113,"Stewart, Bennett McVey",Democrat,IL,1112.0,S000902,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,96,False,1,,,,,,,43.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1114,"Stockman, David A.",Republican,MI,1113.0,S000935,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95,97,False,3,,,,,80.0,158.0,27.0,147.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1115,"Stockman, Steve",Republican,TX,1114.0,S000937,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,104,113,False,2,,,,,,,,,,,,,,,,,,,,,,,125.0,243.0,,,,,,,,,,,,,,,,,129.0,300.0,,,,,,,,,0.25,,0,0,0
1116,"Stokes, Louis",Democrat,OH,1115.0,S000948,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,93,105,False,13,171.0,299.0,284.0,239.0,175.0,227.0,17.0,370.0,37.0,407.0,53.0,760.0,55.0,579.0,596.0,441.0,291.0,369.0,297.0,336.0,105.0,264.0,93.0,67.0,212.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1117,"Strang, Michael L.",Republican,CO,1116.0,S000991,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99,99,False,1,,,,,,,,,,,,,109.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1118,"Stratton, Samuel S.",Democrat,NY,1117.0,S000997,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,100,False,8,63.0,64.0,81.0,61.0,3.0,80.0,563.0,96.0,484.0,112.0,257.0,167.0,23.0,196.0,178.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1119,"Strickland, Ted",Democrat,OH,1118.0,S001004,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,103,109,False,6,,,,,,,,,,,,,,,,,,,,,15.0,141.0,,,84.0,203.0,231.0,266.0,386.0,264.0,325.0,335.0,263.0,365.0,,,,,,,,,,,,,,,,,0.0,,0,0,0
1120,"Stubblefield, Frank A.",Democrat,KY,1119.0,S001037,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,11.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1121,"Stuckey, W. S. (Bill), Jr.",Democrat,GA,1120.0,S001039,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,2.0,73.0,75.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1122,"Studds, Gerry E.",Democrat,MA,1121.0,S001040,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,93,104,False,12,181.0,291.0,224.0,253.0,214.0,196.0,196.0,157.0,584.0,173.0,289.0,317.0,58.0,327.0,427.0,365.0,201.0,450.0,591.0,374.0,695.0,264.0,205.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1123,"Stump, Bob",Switched,AZ,1122.0,S001044,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,95,107,False,13,,,,,68.0,125.0,115.0,173.0,2.0,202.0,40.0,251.0,128.0,214.0,127.0,292.0,94.0,294.0,17.0,409.0,210.0,388.0,547.0,290.0,934.0,277.0,672.0,283.0,191.0,179.0,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1124,"Stupak, Bart",Democrat,MI,1123.0,S001045,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,103,111,False,9,,,,,,,,,,,,,,,,,,,,,325.0,227.0,171.0,226.0,469.0,225.0,333.0,392.0,466.0,387.0,180.0,293.0,431.0,259.0,782.0,314.0,424.0,289.0,,,,,,,,,,,,,0.25,,0,0,0
1125,"Sullivan, Leonor K. (Mrs. John B.)",Democrat,MO,1124.0,S001057,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,420.0,80.0,402.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1126,"Sundquist, Don",Republican,TN,1125.0,S001075,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,98,103,False,6,,,,,,,,,,,28.0,176.0,4.0,211.0,341.0,291.0,166.0,293.0,55.0,281.0,84.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1127,"Sunia, Foto I. F.",Democrat,AS,1126.0,S001077,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97,100,False,4,,,,,,,,,26.0,374.0,0.0,568.0,154.0,406.0,11.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1128,"Sweeney, David McCann",Republican,TX,1127.0,S001101,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99,100,False,2,,,,,,,,,,,,,125.0,104.0,25.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1129,"Swett, Dick",Democrat,NH,1128.0,S001113,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,102,103,False,2,,,,,,,,,,,,,,,,,,,72.0,359.0,0.0,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1130,"Swift, Al",Democrat,WA,1129.0,S001115,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,96,103,False,8,,,,,,,197.0,83.0,52.0,130.0,298.0,315.0,262.0,187.0,268.0,246.0,457.0,234.0,592.0,205.0,220.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1131,"Swindall, Patrick L.",Republican,GA,1130.0,S001122,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99,100,False,2,,,,,,,,,,,,,120.0,299.0,50.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1132,"Symington, James W.",Democrat,MO,1131.0,S001134,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,170.0,226.0,131.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1133,"Symms, Steven D.",Republican,ID,1132.0,S001138,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,96,False,4,82.0,89.0,163.0,116.0,342.0,163.0,219.0,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1134,"Synar, Mike",Democrat,OK,1133.0,S001139,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,96,103,False,8,,,,,,,0.0,88.0,11.0,193.0,518.0,212.0,453.0,292.0,196.0,310.0,258.0,315.0,413.0,261.0,282.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1135,"Talcott, Burt L.",Republican,CA,1134.0,T000022,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,2.0,71.0,3.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1136,"Talent, Jim",Republican,MO,1135.0,T000024,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,103,106,False,4,,,,,,,,,,,,,,,,,,,,,548.0,237.0,112.0,183.0,139.0,276.0,542.0,220.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1137,"Tallon, Robert M. (Robin)",Democrat,SC,1136.0,T000034,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,98,102,False,5,,,,,,,,,,,0.0,403.0,64.0,422.0,237.0,477.0,204.0,500.0,495.0,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1138,"Tanner, John S.",Democrat,TN,1137.0,T000038,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,101,111,False,11,,,,,,,,,,,,,,,,,0.0,192.0,11.0,172.0,5.0,159.0,45.0,93.0,46.0,100.0,130.0,172.0,75.0,124.0,7.0,139.0,88.0,154.0,621.0,175.0,305.0,202.0,,,,,,,,,,,,,0.25,,0,0,0
1139,"Tate, Randy",Republican,WA,1138.0,T000048,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,104,104,False,1,,,,,,,,,,,,,,,,,,,,,,,231.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1140,"Tauke, Thomas Joseph",Republican,IA,1139.0,T000053,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,101,False,6,,,,,,,89.0,262.0,420.0,331.0,618.0,364.0,546.0,393.0,641.0,388.0,403.0,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1141,"Tauzin, W. J. (Billy)",Switched,LA,1140.0,T000058,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,96,108,False,13,,,,,,,0.0,21.0,20.0,159.0,452.0,263.0,750.0,258.0,857.0,277.0,335.0,352.0,535.0,328.0,809.0,211.0,374.0,114.0,652.0,121.0,407.0,166.0,299.0,117.0,167.0,85.0,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1142,"Taylor, Charles H.",Republican,NC,1141.0,T000067,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,102,109,False,8,,,,,,,,,,,,,,,,,,,133.0,213.0,107.0,235.0,318.0,206.0,4.0,155.0,17.0,163.0,18.0,109.0,18.0,95.0,4.0,111.0,,,,,,,,,,,,,,,,,0.0,,0,0,0
1143,"Taylor, Gene",Democrat,MS,1142.0,T000074,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,101,111,False,11,,,,,,,,,,,,,,,,,46.0,79.0,364.0,247.0,40.0,157.0,86.0,100.0,4.0,120.0,9.0,143.0,5.0,154.0,41.0,173.0,91.0,196.0,129.0,237.0,80.0,263.0,,,,,,,,,,,,,0.25,,0,0,0
1144,"Taylor, G.",Republican,MO,1143.0,T000075,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,100,False,8,48.0,41.0,21.0,66.0,14.0,77.0,66.0,86.0,22.0,118.0,487.0,101.0,42.0,130.0,0.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
1145,"Taylor, Roy A.",Democrat,NC,1144.0,T000099,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,198.0,65.0,305.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
